CLOCK,# SC,# SFO,ST_SIZE (KB),ST_COST ($),NET-IN (KB),NET-OUT (KB),NET-CLOUD (KB),NET-IN_COST ($),NET-OUT_COST ($),NET-CLOUD_COST ($),NET_COST ($)
3000,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0
3060,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0
3120,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0
3180,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0
3240,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0
3300,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0
3360,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0
3420,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0
3480,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0
3540,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0
3600,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0
3660,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0
3720,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0
3780,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0
3840,1,3,0,0,0,0,0,0.0,0.0,0.0,0.0
3900,1,3,0,0,52428800,0,0,1.0,0.0,0.0,1.0
3960,1,3,0,0,52428800,0,0,1.0,0.0,0.0,1.0
4020,1,4,0,0,52428800,0,0,1.0,0.0,0.0,1.0
4080,1,4,0,0,52428800,0,0,1.0,0.0,0.0,1.0
4140,1,4,0,0,52428800,0,0,1.0,0.0,0.0,1.0
4200,1,4,0,0,52428800,0,0,1.0,0.0,0.0,1.0
4260,1,4,0,0,52428800,0,0,1.0,0.0,0.0,1.0
4320,1,4,0,0,52428800,0,0,1.0,0.0,0.0,1.0
4380,1,4,0,0,52428800,0,0,1.0,0.0,0.0,1.0
4440,1,4,0,0,52428800,0,0,1.0,0.0,0.0,1.0
4500,1,4,0,0,52428800,0,0,1.0,0.0,0.0,1.0
4560,1,4,0,0,52428800,0,0,1.0,0.0,0.0,1.0
4620,1,4,0,0,52428800,0,0,1.0,0.0,0.0,1.0
4680,1,4,0,0,52428800,0,0,1.0,0.0,0.0,1.0
4740,1,4,0,0,52428800,0,0,1.0,0.0,0.0,1.0
4800,1,4,52428800,250.0,52428800,0,104857600,1.0,0.0,1.0,2.0
4860,1,4,52428800,550.0,52428800,0,104857600,1.0,0.0,1.0,2.0
4920,1,4,52428800,850.0,52428800,0,104857600,1.0,0.0,1.0,2.0
4980,1,4,52428800,1150.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5040,1,4,52428800,1450.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5100,1,4,52428800,1750.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5160,1,4,52428800,2050.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5220,1,4,52428800,2350.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5280,1,4,52428800,2650.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5340,1,4,52428800,2950.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5400,1,4,52428800,3250.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5460,1,4,52428800,3550.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5520,1,4,52428800,3850.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5580,1,4,52428800,4150.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5640,1,4,52428800,4450.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5700,1,4,52428800,4750.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5760,1,4,52428800,5050.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5820,1,4,52428800,5350.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5880,1,4,52428800,5650.0,52428800,0,104857600,1.0,0.0,1.0,2.0
5940,1,4,52428800,5950.0,52428800,0,104857600,1.0,0.0,1.0,2.0
6000,1,4,104857600,6255.0,104857600,0,157286400,2.0,0.0,1.5,3.5
6060,1,4,104857600,6855.0,104857600,0,157286400,2.0,0.0,1.5,3.5
6120,1,4,157286400,7590.0,157286400,0,209715200,3.0,0.0,2.0,5.0
6180,1,4,157286400,8490.0,157286400,0,209715200,3.0,0.0,2.0,5.0
6240,1,4,157286400,9390.0,157286400,0,209715200,3.0,0.0,2.0,5.0
6300,1,4,209715200,10385.0,209715200,0,262144000,4.0,0.0,2.5,6.5
6360,1,4,209715200,11585.0,209715200,0,262144000,4.0,0.0,2.5,6.5
6420,1,4,209715200,12785.0,209715200,0,262144000,4.0,0.0,2.5,6.5
6480,1,4,209715200,13985.0,209715200,0,262144000,4.0,0.0,2.5,6.5
6540,1,4,209715200,15185.0,209715200,0,262144000,4.0,0.0,2.5,6.5
6600,1,4,209715200,16385.0,209715200,0,262144000,4.0,0.0,2.5,6.5
6660,1,4,209715200,17585.0,209715200,0,262144000,4.0,0.0,2.5,6.5
6720,1,4,209715200,18785.0,209715200,0,262144000,4.0,0.0,2.5,6.5
6780,1,4,209715200,19985.0,209715200,0,262144000,4.0,0.0,2.5,6.5
6840,1,4,209715200,21185.0,209715200,0,262144000,4.0,0.0,2.5,6.5
6900,1,4,209715200,22385.0,209715200,0,262144000,4.0,0.0,2.5,6.5
6960,1,4,209715200,23585.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7020,1,4,209715200,24785.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7080,1,4,209715200,25985.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7140,1,4,209715200,27185.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7200,1,4,209715200,28385.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7260,1,4,209715200,29585.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7320,1,4,209715200,30785.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7380,1,5,209715200,31985.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7440,1,5,209715200,33185.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7500,1,5,209715200,34385.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7560,1,5,209715200,35585.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7620,1,5,209715200,36785.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7680,1,5,209715200,37985.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7740,1,5,209715200,39185.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7800,1,5,209715200,40385.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7860,1,5,209715200,41585.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7920,1,5,209715200,42785.0,209715200,0,262144000,4.0,0.0,2.5,6.5
7980,1,5,209715200,43985.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8040,1,5,209715200,45185.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8100,1,5,209715200,46385.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8160,1,5,209715200,47585.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8220,1,5,209715200,48785.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8280,1,6,209715200,49985.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8340,1,6,209715200,51185.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8400,1,6,209715200,52385.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8460,1,6,209715200,53585.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8520,1,6,209715200,54785.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8580,1,6,209715200,55985.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8640,1,6,209715200,57185.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8700,1,6,209715200,58385.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8760,1,6,209715200,59585.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8820,1,6,209715200,60785.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8880,1,6,209715200,61985.0,209715200,0,262144000,4.0,0.0,2.5,6.5
8940,1,6,209715200,63185.0,209715200,0,262144000,4.0,0.0,2.5,6.5
9000,1,6,209715200,64385.0,209715200,0,262144000,4.0,0.0,2.5,6.5
9060,1,6,209715200,65585.0,209715200,0,262144000,4.0,0.0,2.5,6.5
9120,1,6,209715200,66785.0,209715200,0,262144000,4.0,0.0,2.5,6.5
9180,1,6,209715200,67985.0,209715200,0,262144000,4.0,0.0,2.5,6.5
9240,1,6,209715200,69185.0,209715200,0,262144000,4.0,0.0,2.5,6.5
9300,1,6,209715200,70385.0,209715200,0,262144000,4.0,0.0,2.5,6.5
9360,1,6,209715200,71585.0,209715200,0,262144000,4.0,0.0,2.5,6.5
9420,1,6,209715200,72785.0,209715200,0,262144000,4.0,0.0,2.5,6.5
9480,1,7,209715200,73985.0,209715200,0,262144000,4.0,0.0,2.5,6.5
9540,1,7,209715200,75185.0,209715200,0,262144000,4.0,0.0,2.5,6.5
9600,1,8,209715200,76385.0,209715200,0,262144000,4.0,0.0,2.5,6.5
9660,1,8,262144000,77805.0,262144000,0,314572800,5.0,0.0,3.0,8.0
9720,1,8,262144000,79305.0,262144000,0,314572800,5.0,0.0,3.0,8.0
9780,1,9,262144000,80805.0,262144000,0,314572800,5.0,0.0,3.0,8.0
9840,1,9,262144000,82305.0,262144000,0,314572800,5.0,0.0,3.0,8.0
9900,1,9,262144000,83805.0,262144000,0,314572800,5.0,0.0,3.0,8.0
9960,1,9,262144000,85305.0,262144000,0,314572800,5.0,0.0,3.0,8.0
10020,1,9,262144000,86805.0,262144000,0,314572800,5.0,0.0,3.0,8.0
10080,1,9,262144000,88305.0,262144000,0,314572800,5.0,0.0,3.0,8.0
10140,1,9,262144000,89805.0,262144000,0,314572800,5.0,0.0,3.0,8.0
10200,1,9,262144000,91305.0,262144000,0,314572800,5.0,0.0,3.0,8.0
10260,1,9,262144000,92805.0,262144000,0,314572800,5.0,0.0,3.0,8.0
10320,1,9,262144000,94305.0,262144000,0,314572800,5.0,0.0,3.0,8.0
10380,1,9,262144000,95805.0,262144000,0,314572800,5.0,0.0,3.0,8.0
10440,1,9,262144000,97305.0,262144000,0,314572800,5.0,0.0,3.0,8.0
10500,1,9,314572800,98805.0,262144000,0,314572800,5.0,0.0,3.0,8.0
10560,1,9,314572800,100605.0,314572800,0,367001600,6.0,0.0,3.5,9.5
10620,1,9,314572800,102405.0,314572800,0,367001600,6.0,0.0,3.5,9.5
10680,1,9,314572800,104205.0,314572800,0,367001600,6.0,0.0,3.5,9.5
10740,1,9,314572800,106005.0,314572800,0,367001600,6.0,0.0,3.5,9.5
10800,1,9,314572800,107805.0,314572800,0,367001600,6.0,0.0,3.5,9.5
10860,1,9,314572800,109605.0,314572800,0,367001600,6.0,0.0,3.5,9.5
10920,1,9,314572800,111405.0,314572800,0,367001600,6.0,0.0,3.5,9.5
10980,1,9,314572800,113205.0,314572800,0,367001600,6.0,0.0,3.5,9.5
11040,1,9,314572800,115005.0,314572800,0,367001600,6.0,0.0,3.5,9.5
11100,1,9,314572800,116805.0,314572800,0,367001600,6.0,0.0,3.5,9.5
11160,1,9,314572800,118605.0,314572800,0,367001600,6.0,0.0,3.5,9.5
11220,1,9,314572800,120405.0,314572800,0,367001600,6.0,0.0,3.5,9.5
11280,1,9,314572800,122205.0,314572800,0,367001600,6.0,0.0,3.5,9.5
11340,1,9,314572800,124005.0,314572800,0,367001600,6.0,0.0,3.5,9.5
11400,1,9,314572800,125805.0,314572800,0,367001600,6.0,0.0,3.5,9.5
11460,1,9,314572800,127605.0,314572800,0,367001600,6.0,0.0,3.5,9.5
11520,1,9,314572800,129405.0,314572800,0,367001600,6.0,0.0,3.5,9.5
11580,1,9,314572800,131205.0,314572800,0,367001600,6.0,0.0,3.5,9.5
11640,1,9,314572800,133005.0,314572800,0,367001600,6.0,0.0,3.5,9.5
11700,1,9,314572800,134805.0,314572800,0,367001600,6.0,0.0,3.5,9.5
11760,1,9,367001600,136660.0,367001600,0,419430400,7.0,0.0,4.0,11.0
11820,1,9,367001600,138760.0,367001600,0,419430400,7.0,0.0,4.0,11.0
11880,1,9,419430400,141045.0,419430400,0,471859200,8.0,0.0,4.5,12.5
11940,1,9,419430400,143445.0,419430400,0,471859200,8.0,0.0,4.5,12.5
12000,1,9,419430400,145845.0,419430400,0,471859200,8.0,0.0,4.5,12.5
12060,1,9,471859200,148390.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12120,1,9,471859200,151090.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12180,1,9,471859200,153790.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12240,1,9,471859200,156490.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12300,1,9,471859200,159190.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12360,1,9,471859200,161890.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12420,1,9,471859200,164590.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12480,1,9,471859200,167290.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12540,1,9,471859200,169990.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12600,1,9,471859200,172690.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12660,1,9,471859200,175390.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12720,1,9,471859200,178090.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12780,1,9,471859200,180790.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12840,1,9,471859200,183490.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12900,1,9,471859200,186190.0,471859200,0,524288000,9.0,0.0,5.0,14.0
12960,1,9,471859200,188890.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13020,1,9,471859200,191590.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13080,1,9,471859200,194290.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13140,1,10,471859200,196990.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13200,1,10,471859200,199690.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13260,1,10,471859200,202390.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13320,1,10,471859200,205090.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13380,1,10,471859200,207790.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13440,1,10,471859200,210490.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13500,1,10,471859200,213190.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13560,1,10,471859200,215890.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13620,1,10,471859200,218590.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13680,1,10,471859200,221290.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13740,1,10,471859200,223990.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13800,1,10,471859200,226690.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13860,1,10,471859200,229390.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13920,1,10,471859200,232090.0,471859200,0,524288000,9.0,0.0,5.0,14.0
13980,1,11,471859200,234790.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14040,1,11,471859200,237490.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14100,1,11,471859200,240190.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14160,1,11,471859200,242890.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14220,1,11,471859200,245590.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14280,1,11,471859200,248290.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14340,1,11,471859200,250990.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14400,1,11,471859200,253690.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14460,1,11,471859200,256390.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14520,1,11,471859200,259090.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14580,1,11,471859200,261790.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14640,1,11,471859200,264490.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14700,1,11,471859200,267190.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14760,1,11,471859200,269890.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14820,1,11,471859200,272590.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14880,1,11,471859200,275290.0,471859200,0,524288000,9.0,0.0,5.0,14.0
14940,1,11,471859200,277990.0,471859200,0,524288000,9.0,0.0,5.0,14.0
15000,1,11,471859200,280690.0,471859200,0,524288000,9.0,0.0,5.0,14.0
15060,1,11,471859200,283390.0,471859200,0,524288000,9.0,0.0,5.0,14.0
15120,1,11,471859200,286090.0,471859200,0,524288000,9.0,0.0,5.0,14.0
15180,1,11,471859200,288790.0,471859200,0,524288000,9.0,0.0,5.0,14.0
15240,1,12,471859200,291490.0,471859200,0,524288000,9.0,0.0,5.0,14.0
15300,1,12,471859200,294190.0,471859200,0,524288000,9.0,0.0,5.0,14.0
15360,1,13,471859200,296890.0,471859200,0,524288000,9.0,0.0,5.0,14.0
15420,1,13,524288000,299860.0,524288000,0,576716800,10.0,0.0,5.5,15.5
15480,1,13,524288000,302860.0,524288000,0,576716800,10.0,0.0,5.5,15.5
15540,1,14,524288000,305860.0,524288000,0,576716800,10.0,0.0,5.5,15.5
15600,1,14,524288000,308860.0,524288000,0,576716800,10.0,0.0,5.5,15.5
15660,1,14,524288000,311860.0,524288000,0,576716800,10.0,0.0,5.5,15.5
15720,1,14,524288000,314860.0,524288000,0,576716800,10.0,0.0,5.5,15.5
15780,1,14,524288000,317860.0,524288000,0,576716800,10.0,0.0,5.5,15.5
15840,1,14,524288000,320860.0,524288000,0,576716800,10.0,0.0,5.5,15.5
15900,1,14,524288000,323860.0,524288000,0,576716800,10.0,0.0,5.5,15.5
15960,1,14,524288000,326860.0,524288000,0,576716800,10.0,0.0,5.5,15.5
16020,1,14,524288000,329860.0,524288000,0,576716800,10.0,0.0,5.5,15.5
16080,1,14,524288000,332860.0,524288000,0,576716800,10.0,0.0,5.5,15.5
16140,1,14,524288000,335860.0,524288000,0,576716800,10.0,0.0,5.5,15.5
16200,1,14,524288000,338860.0,524288000,0,576716800,10.0,0.0,5.5,15.5
16260,1,14,576716800,341910.0,576716800,0,629145600,11.0,0.0,6.0,17.0
16320,1,14,576716800,345210.0,576716800,0,629145600,11.0,0.0,6.0,17.0
16380,1,14,576716800,348510.0,576716800,0,629145600,11.0,0.0,6.0,17.0
16440,1,14,576716800,351810.0,576716800,0,629145600,11.0,0.0,6.0,17.0
16500,1,14,576716800,355110.0,576716800,0,629145600,11.0,0.0,6.0,17.0
16560,1,14,576716800,358410.0,576716800,0,629145600,11.0,0.0,6.0,17.0
16620,1,14,576716800,361710.0,576716800,0,629145600,11.0,0.0,6.0,17.0
16680,1,14,576716800,365010.0,576716800,0,629145600,11.0,0.0,6.0,17.0
16740,1,14,576716800,368310.0,576716800,0,629145600,11.0,0.0,6.0,17.0
16800,1,14,576716800,371610.0,576716800,0,629145600,11.0,0.0,6.0,17.0
16860,1,14,576716800,374910.0,576716800,0,629145600,11.0,0.0,6.0,17.0
16920,1,14,576716800,378210.0,576716800,0,629145600,11.0,0.0,6.0,17.0
16980,1,14,576716800,381510.0,576716800,0,629145600,11.0,0.0,6.0,17.0
17040,1,14,576716800,384810.0,576716800,0,629145600,11.0,0.0,6.0,17.0
17100,1,14,576716800,388110.0,576716800,0,629145600,11.0,0.0,6.0,17.0
17160,1,14,576716800,391410.0,576716800,0,629145600,11.0,0.0,6.0,17.0
17220,1,14,576716800,394710.0,576716800,0,629145600,11.0,0.0,6.0,17.0
17280,1,14,576716800,398010.0,576716800,0,629145600,11.0,0.0,6.0,17.0
17340,1,14,576716800,401310.0,576716800,0,629145600,11.0,0.0,6.0,17.0
17400,1,14,576716800,404610.0,576716800,0,629145600,11.0,0.0,6.0,17.0
17460,1,14,576716800,407910.0,576716800,0,629145600,11.0,0.0,6.0,17.0
17520,1,14,629145600,411315.0,629145600,0,681574400,12.0,0.0,6.5,18.5
17580,1,14,629145600,414915.0,629145600,0,681574400,12.0,0.0,6.5,18.5
17640,1,14,681574400,418750.0,681574400,0,734003200,13.0,0.0,7.0,20.0
17700,1,14,681574400,422650.0,681574400,0,734003200,13.0,0.0,7.0,20.0
17760,1,15,681574400,426550.0,681574400,0,734003200,13.0,0.0,7.0,20.0
17820,1,15,734003200,430645.0,734003200,0,786432000,14.0,0.0,7.5,21.5
17880,1,15,734003200,434845.0,734003200,0,786432000,14.0,0.0,7.5,21.5
17940,1,15,734003200,439045.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18000,1,15,734003200,443245.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18060,1,15,734003200,447445.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18120,1,15,734003200,451645.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18180,1,15,734003200,455845.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18240,1,15,734003200,460045.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18300,1,15,734003200,464245.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18360,1,15,734003200,468445.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18420,1,15,734003200,472645.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18480,1,15,734003200,476845.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18540,1,15,734003200,481045.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18600,1,16,734003200,485245.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18660,1,16,734003200,489445.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18720,1,16,734003200,493645.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18780,1,16,734003200,497845.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18840,1,16,734003200,502045.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18900,1,16,734003200,506245.0,734003200,0,786432000,14.0,0.0,7.5,21.5
18960,1,16,734003200,510445.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19020,1,16,734003200,514645.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19080,1,16,734003200,518845.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19140,1,16,734003200,523045.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19200,1,16,734003200,527245.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19260,1,16,734003200,531445.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19320,1,16,734003200,535645.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19380,1,16,734003200,539845.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19440,1,16,734003200,544045.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19500,1,16,734003200,548245.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19560,1,16,734003200,552445.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19620,1,16,734003200,556645.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19680,1,16,734003200,560845.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19740,1,16,734003200,565045.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19800,1,16,734003200,569245.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19860,1,17,734003200,573445.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19920,1,17,734003200,577645.0,734003200,0,786432000,14.0,0.0,7.5,21.5
19980,1,18,786432000,581855.0,734003200,0,891289600,14.0,0.0,8.5,22.5
20040,1,18,786432000,586355.0,734003200,0,891289600,14.0,0.0,8.5,22.5
20100,1,18,786432000,590855.0,734003200,0,891289600,14.0,0.0,8.5,22.5
20160,1,19,786432000,595355.0,734003200,0,891289600,14.0,0.0,8.5,22.5
20220,1,19,786432000,599855.0,734003200,0,891289600,14.0,0.0,8.5,22.5
20280,1,19,786432000,604355.0,734003200,0,891289600,14.0,0.0,8.5,22.5
20340,1,19,786432000,608855.0,734003200,0,891289600,14.0,0.0,8.5,22.5
20400,1,19,786432000,613355.0,734003200,0,891289600,14.0,0.0,8.5,22.5
20460,1,19,786432000,617855.0,734003200,0,891289600,14.0,0.0,8.5,22.5
20520,1,19,786432000,622355.0,734003200,0,891289600,14.0,0.0,8.5,22.5
20580,1,19,786432000,626855.0,734003200,0,891289600,14.0,0.0,8.5,22.5
20640,1,19,786432000,631355.0,734003200,0,891289600,14.0,0.0,8.5,22.5
